status	label	forms
map	species diversity	species diversity ; diversity of species ; diversity for this species ; diversity within these species ; diversité des espèces ; species diversity
map	species interactions	species interactions ; interactions between species ; species interaction ; interactions among species ; interactions of species ; interactions in both species ; interactions entre les espèces ; species interactions
map	species responses	species responses ; species response ; response of species ; species in response ; responses of species ; response of a species ; response of these species ; response species ; response of this species ; response of any species ; response among species ; responses per species ; responses across species ; responses of this species ; réponses des espèces ; species responses
map	Species richness	Species richness ; species richness ; richness of species ; richesse en espèces ; Species richness
map	statistical downscaling	statistical downscaling ; Statistical downscaling ; réduction d'échelle statistique ; statistical downscaling
map	statistical models	statistical models ; statistical model ; Statistical models ; modèles statistiques ; statistical models
map	stomatal conductance	stomatal conductance ; conductance stomatique
map	storage capacity	storage capacity ; storage capacities ; capacité de stockage ; storage capacity
map	storm surge	storm surge ; storm surges ; Storm surges ; onde de tempête ; storm surge
map	stratosphere	stratosphere ; stratosphère
map	stratospheric ozone	stratospheric ozone ; ozone stratosphérique
map	stream temperature	stream temperature ; stream temperatures ; Stream temperature ; température du courant ; stream temperature
map	stress response	stress response ; stress responses ; stress in response ; réponse au stress ; stress response
map	sub-basins	sub-basins ; sous-bassins
map	suitable habitat	suitable habitat ; suitable habitats ; habitats suitable ; habitat suitable ; habitat convenable ; suitable habitat
map	summer monsoon	summer monsoon ; summer monsoons ; mousson d'été ; summer monsoon
map	summer precipitation	summer precipitation ; precipitation in summer ; precipitation from summer ; precipitation during summer ; precipitation in the summer ; summer for precipitation ; précipitations estivales ; summer precipitation
map	supply and demand	supply and demand ; demand and supply ; supply demand ; demand supply ; supply and a demand ; offre et la demande ; supply and demand
map	supply chain	supply chain ; supply chains ; chaîne d'approvisionnement ; supply chain
map	support system	support system ; support systems ; système de soutien ; support system
map	surface air temperature	surface air temperature ; surface air temperatures ; air and surface temperatures ; air surface temperature ; surface and air temperature ; surface minus air temperature ; température de l'air de surface ; surface air temperature
map	surface albedo	surface albedo ; albédo
map	surface energy	surface energy ; energy surface ; énergie de surface ; surface energy
map	surface runoff	surface runoff ; ruissellement de surface
map	surface temperature	surface temperature ; surface temperatures ; température de surface ; surface temperature
map	surface warming	surface warming ; réchauffement de la surface
map	surface water	surface water ; surface waters ; water surface ; eaux de surface ; surface water
map	survival rates	survival rates ; survival rate ; taux de survie ; survival rates
map	sustainability	sustainability ; Sustainability ; durabilité ; sustainability
map	sustainable development	sustainable development ; développement durable
map	sustainable management	sustainable management ; management and sustainable ; gestion durable ; sustainable management
map	symbiont	symbiont ; symbionts ; symbiote ; symbiont
map	tax	tax ; impôt
map	temperate forests	temperate forests ; temperate forest ; forêts tempérées ; temperate forests
map	temperature and CO2	temperature and CO2 ; CO2 and temperature ; temperature or CO2 ; température et CO2 ; temperature and CO2
map	temperature and precipitation	temperature and precipitation ; precipitation and temperature ; temperatures and precipitation ; temperature or precipitation ; precipitation and temperatures ; precipitation or temperature ; temperature precipitation ; precipitation with temperature ; temperature and the precipitation ; precipitation than for temperature ; precipitation or temperatures ; température et précipitations ; temperature and precipitation
map	temperature anomalies	temperature anomalies ; temperature anomaly ; anomalies de température ; temperature anomalies
map	temperature change	temperature change ; temperature changes ; changes in temperature ; change in temperature ; Temperature change ; Changes in temperature ; temperatures changes ; changes of temperature ; changes in temperatures ; changes in the temperature ; temperature and change ; change in the temperature ; change temperature ; temperature with a change ; temperatures and changes ; change of the temperature ; changes on the temperature ; temperature by changes ; changes between temperature ; change of temperature ; changement de température ; temperature change
map	temperature data	temperature data ; data on temperature ; data about temperature ; données de température ; temperature data
map	temperature effects	temperature effects ; effects of temperature ; effect of temperature ; temperature effect ; Temperature effects ; Effects of temperature ; Effect of temperature ; effect temperature ; effects on temperature ; effect of the temperature ; effets de la température ; temperature effects
map	temperature extremes	temperature extremes ; extreme temperatures ; extreme temperature ; Extreme temperatures ; temperature and extreme ; extremes in temperature ; temperature extreme ; temperature nor that extreme ; extremes of temperature ; températures extrêmes ; temperature extremes
map	temperature gradient	temperature gradient ; temperature gradients ; gradients of temperature ; gradients in temperature ; gradient de température ; temperature gradient
map	temperature increase	temperature increase ; temperature increases ; increase in temperature ; increases in temperature ; Temperature increases ; temperatures increase ; increase of temperature ; Temperature increase ; increase in temperatures ; increasing temperatures ; increases in temperatures ; increase in the temperature ; increase temperature ; temperatures increases ; increases the temperature ; increases in the temperature ; increases in both temperature ; increases with temperature ; augmentation de la température ; temperature increase
map	temperature range	temperature range ; temperature ranges ; range of temperatures ; range of temperature ; temperatures in the range ; temperatures outside the range ; temperatures within this range ; temperatures in a range ; temperatures within the range ; temperature into the range ; temperature and ranges ; temperature in the range ; écart de température ; temperature range
map	temperature regimes	temperature regimes ; temperature regime ; régimes de température ; temperature regimes
map	temperature rise	temperature rise ; rise in temperature ; temperature rises ; temperatures rise ; rise of temperature ; rise of temperatures ; rise in the temperature ; rise in temperatures ; hausse de température ; temperature rise
map	temperature sensitivity	temperature sensitivity ; Temperature sensitivity ; temperature sensitivities ; sensitivity temperature ; sensitivity of temperature ; sensibilité à la température ; temperature sensitivity
map	temperature stress	temperature stress ; stress from temperature ; stress de température ; temperature stress
map	temperature trends	temperature trends ; temperature trend ; trends in temperature ; trend in temperature ; trends of temperature ; trend of temperature ; trends for temperature ; tendances de la température ; temperature trends
map	temperature variability	temperature variability ; variability in temperature ; variability of temperature ; variabilité de la température ; temperature variability
map	temperature variation	temperature variation ; temperature variations ; variations in temperature ; Temperature variation ; variation in temperature ; temperature and variation ; temperature despite variation ; variations of temperature ; variations with temperature ; variation de la température ; temperature variation
map	terrestrial ecosystems	terrestrial ecosystems ; terrestrial ecosystem ; écosystèmes terrestres ; terrestrial ecosystems
map	thermal comfort	thermal comfort ; confort thermique
map	thermal regimes	thermal regimes ; thermal regime ; régimes thermiques ; thermal regimes
map	thermal stress	thermal stress ; thermal stresses ; stress thermal ; contrainte thermique ; thermal stress
map	thermal tolerance	thermal tolerance ; thermal tolerances ; tolérance thermique ; thermal tolerance
map	thermocline	thermocline
map	time-series analysis	time-series analysis ; analysis of time-series ; time series analysis ; Time series analysis ; time series analyses ; analyses of time series ; analysis of time series ; time series data ; data and time series ; data time series ; analyse des séries chronologiques ; time-series analysis
map	timescales	timescales ; time scales ; échelles de temps ; timescales
map	total nitrogen	total nitrogen ; azote total
map	total phosphorus	total phosphorus ; quantité total de phosphore
map	tree growth	tree growth ; Tree growth ; growth of trees ; trees growth ; growth in trees ; croissance des arbres ; tree growth
map	tree species	tree species ; Tree species ; species tree ; species of trees ; trees species ; trees of both species ; species from tree ; species for tree ; espèces d'arbres ; tree species
map	trend analysis	trend analysis ; Trend analysis ; trend analyses ; analysis of trends ; trends analysis ; analysis of the trend ; trend in either analysis ; analyse de tendances ; trend analysis
map	trophic levels	trophic levels ; trophic level ; niveaux trophiques ; trophic levels
map	tropical cyclones	tropical cyclones ; tropical cyclone ; Tropical cyclones ; Tropical cyclone ; cyclones tropicaux ; tropical cyclones
map	trust	trust ; confiance
map	tundra	tundra ; toundra
map	twentieth century	twentieth century ; XXe siècle
map	twenty-first century	twenty-first century ; vingt et unième siècle
map	uncertainty analysis	uncertainty analysis ; uncertainty analyses ; analysis of uncertainty ; analysis of the uncertainty ; analyse de l'incertitude ; uncertainty analysis
map	urban areas	urban areas ; urban area ; Urban areas ; zones urbaines ; urban areas
map	urban environment	urban environment ; urban environments ; environnement urbain ; urban environment
map	urban heat island	urban heat island ; urban heat islands ; Urban heat island ; îlot de chaleur urbain ; urban heat island
map	urban planning	urban planning ; aménagement urbain
map	vascular plants	vascular plants ; vascular plant ; plantes vasculaires ; vascular plants
map	vegetation cover	vegetation cover ; cover vegetation ; couverture végétale ; vegetation cover
map	vegetation dynamics	vegetation dynamics ; dynamique de la végétation
map	vegetation growth	vegetation growth ; growth of vegetation ; croissance de la végétation ; vegetation growth
map	vegetation index	vegetation index ; indice de végétation
map	vegetation model	vegetation model ; vegetation models ; modèle de végétation ; vegetation model
map	vegetation phenology	vegetation phenology ; phenology of vegetation ; phénologie de la végétation ; vegetation phenology
map	vegetation responses	vegetation responses ; vegetation response ; response of vegetation ; responses of vegetation ; vegetation in response ; response of the vegetation ; responses of the vegetation ; réponses de la végétation ; vegetation responses
map	vegetation types	vegetation types ; vegetation type ; types of vegetation ; type of vegetation ; types de végétation ; vegetation types
map	vulnerability assessment	vulnerability assessment ; vulnerability assessments ; assessment of vulnerability ; assessment of the vulnerability ; évaluation de la vulnérabilité ; vulnerability assessment
map	warm periods	warm periods ; warm period ; périodes chaudes ; warm periods
map	warmer temperatures	warmer temperatures ; warm temperatures ; warmer temperature ; warm temperature ; temperature and the warmer ; températures plus chaudes ; warmer temperatures
map	warmer waters	warmer waters ; warm water ; warm waters ; warmer water ; water and warmer ; eaux plus chaudes ; warmer waters
map	warming effects	warming effects ; warming effect ; effects of warming ; effect of warming ; effects of this warming ; effets du réchauffement ; warming effects
map	warming potential	warming potential ; warming potentials ; warming on the potential ; potentiel de réchauffement ; warming potential
map	warming scenario	warming scenario ; warming scenarios ; scénario de réchauffement ; warming scenario
map	warming trend	warming trend ; warming trends ; tendance au réchauffement ; warming trend
map	water availability	water availability ; Water availability ; availability of water ; availability of the water ; disponibilité de l'eau ; water availability
map	water balance	water balance ; water balances ; Water balance ; l'équilibre de l'eau ; water balance
map	water budget	water budget ; water budgets ; budgets pour l'eau ; water budget
map	water column	water column ; column water ; colonne d'eau ; water column
map	water conservation	water conservation ; conservation de l'eau
map	water consumption	water consumption ; consumption of water ; consommation d'eau ; water consumption
map	water content	water content ; water contents ; Water content ; teneur en eau ; water content
map	water cycle	water cycle ; water cycles ; cycle de l'eau ; water cycle
map	water deficit	water deficit ; water deficits ; Water deficit ; deficit water ; déficit en eau ; water deficit
map	water demand	water demand ; water demands ; demand for water ; Water demand ; demands for water ; demand of water ; demande en eau ; water demand
map	water depth	water depth ; water depths ; depth water ; depth of water ; profondeur de l'eau ; water depth
map	water flow	water flow ; water flows ; flow of water ; flow of the water ; débit d'eau ; water flow
map	water footprint	water footprint ; empreinte hydrique
map	water governance	water governance ; Water governance ; gouvernance de l'eau ; water governance
map	water level	water level ; water levels ; Water level ; Water levels ; level water ; niveau d'eau ; water level
map	water loss	water loss ; water losses ; Water loss ; loss of water ; perte en eau ; water loss
map	water management	water management ; Water management ; management of water ; gestion de l'eau ; water management
map	water masses	water masses ; water mass ; Water mass ; mass of water ; masses d'eau ; water masses
map	water potential	water potential ; water potentials ; potentiel hydrique ; water potential
map	water quality	water quality ; Water quality ; quality of water ; quality water ; qualité d'eau ; water quality
map	water requirements	water requirements ; water requirement ; requirement of water ; besoins en eau ; water requirements
map	water resources	water resources ; water resource ; Water resources ; Water resource ; resource water ; resources water ; ressources en eau ; water resources
map	water resources management	water resources management ; water resource management ; management of water resources ; Water resources management ; gestion des ressources en eau ; water resources management
map	water scarcity	water scarcity ; Water scarcity ; scarcity of water ; pénurie d'eau ; water shortage ; water shortages ; Water shortages ; Water shortage ; shortage of water
map	water security	water security ; security via water ; security of water ; sécurité de l'eau ; water security
map	water sources	water sources ; water source ; source waters ; source water ; source for water ; sources d'eau ; water sources
map	water storage	water storage ; storage of water ; storage water ; water in storage ; stockage de l'eau ; water storage
map	water stress	water stress ; Water stress ; water stresses ; stress hydrique ; water stress
map	water supply	water supply ; water supplies ; Water supply ; supply of water ; supply water ; approvisionnement en eau ; water supply
map	water table	water table ; water tables ; Water table ; niveau hydrostatique ; water table
map	water temperature	water temperature ; water temperatures ; Water temperature ; Water temperatures ; water and temperature ; temperature of the water ; water within temperature ; temperature of water ; température de l'eau ; water temperature
map	water treatment	water treatment ; water treatments ; treatment of the water ; treatment water ; traitement des eaux ; water treatment
map	water use	water use ; water uses ; Water use ; use of water ; utilisation de l'eau ; water use
map	water vapor	water vapor ; Water vapor ; vapor water ; vapeur d'eau ; water vapor
map	water-use efficiency	water-use efficiency ; water use efficiency ; Water use efficiency ; water efficiency use ; efficacité de l'utilisation de l'eau ; water-use efficiency
map	watershed	watershed ; watersheds ; bassin versant ; watershed
map	wave height	wave height ; wave heights ; hauteur des vagues ; wave height
map	weather conditions	weather conditions ; conditions météorologiques
map	weather data	weather data ; données météorologiques ; meteorological data ; data and meteorological
map	weather events	weather events ; weather event ; événements météorologiques ; weather events
map	weather generator	weather generator ; weather generators ; simulateurs météorologiques ; weather generator
map	weather stations	weather stations ; weather station ; station weather ; stations météorologiques ; meteorological stations ; meteorological station
map	well-being	well-being ; bien-être
map	wheat production	wheat production ; production of wheat ; production de blé ; wheat production
map	wheat yield	wheat yield ; wheat yields ; rendement du blé ; wheat yield
map	wildlife	wildlife ; faune
map	wind power	wind power ; power wind ; énergie éolienne ; wind energy ; wind and energy ; energy from wind
map	wind speed	wind speed ; wind speeds ; vitesse du vent ; wind speed
map	wind stress	wind stress ; stress dû au vent
map	winter wheat	winter wheat ; blé d'hiver
map	woodland	woodland ; woodlands ; bois ; woodland
map	yield increases	yield increases ; yield increase ; yields increase ; increase in yield ; increases yield ; increase of yield ; increases in yield ; yields with an increase ; augmentations des rendements ; yield increases
map	yield losses	yield losses ; yield loss ; pertes de rendement ; yield losses
map	yield potential	yield potential ; potential yields ; yield potentials ; potential yield ; yields potential ; potentiel de rendement ; yield potential
map	zooplankton	zooplankton ; Zooplankton ; zooplancton ; zooplankton
